iter	Passed	Remaining
139	4862	29867
140	4895	29822
141	4927	29770
142	4946	29643
143	4976	29581
144	5013	29564
145	5044	29508
146	5080	29478
147	5118	29464
148	5158	29461
149	5168	29286
150	5211	29299
151	5247	29272
152	5281	29239
153	5317	29210
154	5351	29171
155	5383	29128
156	5415	29077
157	5447	29029
158	5460	28881
159	5471	28727
160	5504	28686
161	5538	28652
162	5575	28631
163	5608	28590
164	5642	28556
165	5680	28538
166	5712	28495
167	5745	28453
168	5778	28412
169	5793	28283
170	5827	28249
171	5861	28217
172	5895	28181
173	5927	28139
174	5961	28104
175	5979	27993
176	5994	27873
177	6028	27837
178	6060	27798
179	6093	27760
180	6124	27714
181	6156	27670
182	6195	27657
183	6211	27545
184	6258	27569
185	6298	27565
186	6332	27531
187	6366	27499
188	6399	27462
189	6432	27422
190	6467	27392
191	6501	27359
192	6534	27324
193	6570	27299
194	6612	27298
195	6648	27271
196	6682	27240
197	6720	27221
198	6754	27186
199	6788	27154
200	6822	27119
201	6857	27089
202	6894	27067
203	6932	27048
204	6969	27028
205	7007	27009
206	7043	26982
207	7080	26959
208	7121	26952
209	7156	26922
210	7193	26897
211	7228	26869
212	7264	26842
213	7298	26806
214	7329	26762
215	7366	26737
216	7400	26702
217	7446	26711
218	7492	26720
219	7528	26690
220	7561	26652
221	7593	26609
222	7626	26573
223	7659	26535
224	7690	26488
225	7722	26446
226	7755	26408
227	7788	26372
228	7824	26342
229	7858	26309
230	7893	26276
231	7927	26243
232	7965	26221
233	8002	26196
234	8038	26167
235	8074	26139
236	8109	26106
237	8144	26075
238	8178	26039
239	8211	26003
240	8246	25972
241	8279	25933
242	8313	25898
243	8347	25864
244	8383	25835
245	8417	25798
246	8451	25764
247	8484	25726
248	8531	25731
249	8561	25684
250	8595	25648
251	8627	25608
252	8661	25573
253	8693	25531
254	8727	25498
255	8750	25432
256	8787	25406
257	8821	25371
258	8855	25334
259	8888	25298
260	8912	25235
261	8944	25196
262	8978	25159
263	9012	25124
264	9044	25086
265	9080	25057
266	9113	25020
267	9146	24983
268	9185	24961
269	9224	24940
270	9252	24890
271	9287	24856
272	9325	24833
273	9361	24803
274	9398	24777
275	9433	24746
276	9470	24719
277	9505	24686
278	9538	24648
279	9573	24616
280	9610	24590
281	9649	24568
282	9688	24545
283	9729	24529
284	9776	24527
285	9812	24496
286	9847	24463
287	9882	24430
288	9918	24400
289	9951	24363
290	9985	24328
291	10021	24297
292	10055	24264
293	10090	24230
294	10122	24190
295	10156	24156
296	10195	24132
297	10240	24123
298	10272	24083
299	10310	24058
300	10355	24048
301	10390	24014
302	10422	23975
303	10458	23944
304	10492	23909
305	10527	23875
306	10562	23842
307	10602	23821
308	10626	23764
309	10659	23725
310	10692	23688
311	10727	23656
312	10760	23618
313	10795	23584
314	10827	23546
315	10863	23514
316	10895	23475
317	10929	23440
318	10963	23405
319	10999	23374
320	11040	23353
321	11074	23318
322	11107	23281
323	11144	23252
324	11178	23215
325	11210	23177
326	11243	23140
327	11277	23105
328	11314	23075
329	11354	23052
330	11391	23024
331	11427	22993
332	11482	22999
333	11518	22968
334	11543	22914
335	11581	22887
336	11615	22852
337	11652	22823
338	11692	22797
339	11714	22739
340	11745	22699
341	11777	22659
342	11812	22625
343	11844	22587
344	11879	22554
345	11914	22520
346	11955	22498
347	12008	22498
348	12048	22474
349	12082	22438
350	12118	22407
351	12154	22375
352	12189	22341
353	12223	22306
354	12246	22250
355	12278	22211
356	12307	22167
357	12343	22135
358	12369	22086
359	12404	22052
360	12442	22025
361	12470	21977
362	12515	21963
363	12565	21955
364	12601	21922
365	12635	21888
366	12673	21859
367	12724	21853
368	12758	21817
369	12792	21781
370	12823	21741
371	12854	21700
372	12886	21661
373	12922	21629
374	12953	21588
375	12986	21552
376	13021	21518
377	13056	21484
378	13083	21438
379	13116	21400
380	13147	21360
381	13166	21301
382	13191	21250
383	13223	21213
384	13257	21178
385	13290	21140
386	13328	21111
387	13365	21081
388	13410	21064
389	13449	21036
390	13489	21010
391	13537	20997
392	13574	20966
393	13609	20932
394	13645	20899
395	13678	20863
396	13713	20830
397	13748	20794
398	13786	20765
399	13823	20734
400	13858	20700
401	13891	20664
402	13926	20630
403	13961	20596
404	13994	20559
405	14027	20522
406	14060	20486
407	14095	20451
408	14126	20412
409	14161	20378
410	14202	20353
411	14242	20326
412	14276	20291
413	14316	20264
414	14366	20251
415	14403	20220
416	14435	20182
417	14467	20143
418	14500	20106
419	14535	20072
420	14569	20037
421	14609	20009
422	14642	19973
423	14675	19936
424	14717	19911
425	14752	19878
426	14787	19843
427	14819	19806
428	14855	19773
429	14890	19739
430	14926	19706
431	14959	19668
432	14994	19634
433	15029	19601
434	15065	19567
435	15100	19533
436	15134	19497
437	15163	19455
438	15197	19420
439	15233	19388
440	15271	19358
441	15306	19323
442	15340	19288
443	15377	19256
444	15410	19220
445	15451	19193
446	15489	19162
447	15524	19128
448	15559	19093
449	15596	19062
450	15630	19027
451	15664	18991
452	15699	18956
453	15732	18921
454	15766	18885
455	15801	18851
456	15839	18820
457	15874	18785
458	15908	18751
459	15943	18715
460	15975	18679
461	16009	18643
462	16048	18613
463	16083	18579
464	16115	18542
465	16149	18506
466	16183	18471
467	16219	18437
468	16251	18400
469	16286	18366
470	16338	18349
471	16373	18316
472	16410	18283
473	16444	18248
474	16476	18211
475	16512	18177
476	16552	18148
477	16595	18123
478	16643	18103
479	16684	18074
480	16716	18037
481	16750	18001
482	16787	17968
483	16821	17933
484	16855	17898
485	16890	17863
486	16953	17858
487	17011	17847
488	17046	17813
489	17081	17778
490	17123	17750
491	17160	17718
492	17197	17686
493	17230	17649
494	17268	17617
495	17302	17581
496	17335	17544
497	17370	17509
498	17407	17477
499	17441	17441
500	17478	17408
501	17516	17377
502	17554	17345
503	17592	17313
504	17627	17278
505	17658	17239
506	17694	17205
507	17731	17172
508	17767	17139
509	17803	17105
510	17836	17068
511	17867	17030
512	17899	16992
513	17937	16960
514	17970	16923
515	18004	16887
516	18039	16853
517	18074	16818
518	18108	16782
519	18143	16748
520	18181	16715
521	18214	16679
522	18250	16644
523	18285	16610
524	18323	16578
525	18357	16542
526	18391	16506
527	18424	16470
528	18456	16432
529	18489	16396
530	18524	16361
531	18559	16326
532	18595	16292
533	18629	16257
534	18662	16220
535	18694	16183
536	18733	16151
537	18768	16117
538	18804	16083
539	18848	16056
540	18896	16032
541	18931	15997
542	18963	15959
543	18995	15922
544	19029	15887
545	19063	15851
546	19098	15816
547	19135	15783
548	19180	15756
549	19222	15727
550	19262	15696
551	19299	15663
552	19333	15627
553	19366	15591
554	19400	15555
555	19433	15518
556	19464	15481
557	19529	15469
558	19580	15447
559	19613	15410
560	19645	15373
561	19680	15337
562	19714	15302
563	19747	15266
564	19779	15228
565	19813	15192
566	19846	15156
567	19877	15118
568	19913	15083
569	19948	15049
570	19986	15015
571	20021	14981
572	20055	14945
573	20088	14908
574	20123	14873
575	20156	14837
576	20193	14803
577	20227	14768
578	20260	14731
579	20295	14697
580	20329	14661
581	20362	14624
582	20402	14593
583	20437	14558
584	20472	14523
585	20505	14486
586	20538	14450
587	20572	14414
588	20608	14380
589	20644	14345
590	20679	14311
591	20712	14275
592	20744	14237
593	20776	14200
594	20816	14169
595	20851	14133
596	20884	14097
597	20915	14060
598	20946	14022
599	20981	13987
600	21019	13954
601	21057	13921
602	21101	13892
603	21146	13864
604	21187	13833
605	21222	13797
606	21256	13762
607	21287	13724
608	21320	13688
609	21353	13651
610	21385	13615
611	21420	13580
612	21452	13543
613	21489	13509
614	21524	13474
615	21559	13439
616	21595	13405
617	21631	13371
618	21672	13339
619	21706	13303
620	21739	13268
621	21771	13230
622	21804	13194
623	21839	13159
624	21873	13123
625	21907	13088
626	21943	13054
627	21978	13019
628	22013	12984
629	22047	12948
630	22083	12914
631	22116	12877
632	22150	12842
633	22185	12807
634	22217	12770
635	22251	12734
636	22286	12700
637	22320	12664
638	22355	12629
639	22388	12593
640	22420	12556
641	22453	12521
642	22491	12487
643	22526	12452
644	22558	12415
645	22594	12381
646	22627	12345
647	22667	12313
648	22704	12279
649	22737	12243
650	22772	12208
651	22810	12175
652	22845	12139
653	22879	12104
654	22918	12071
655	22951	12035
656	22984	11999
657	23020	11964
658	23056	11930
659	23090	11894
660	23123	11859
661	23154	11822
662	23187	11786
663	23221	11750
664	23254	11714
665	23291	11680
666	23334	11649
667	23369	11614
668	23408	11581
669	23449	11549
670	23482	11513
671	23513	11476
672	23546	11440
673	23580	11405
674	23614	11369
675	23645	11332
676	23678	11297
677	23711	11261
678	23746	11226
679	23778	11189
680	23811	11154
681	23844	11118
682	23877	11082
683	23911	11046
684	23945	11011
685	23977	10975
686	24009	10938
687	24041	10902
688	24076	10867
689	24114	10834
690	24158	10803
691	24194	10768
692	24226	10732
693	24259	10696
694	24294	10661
695	24328	10626
696	24363	10591
697	24398	10556
698	24432	10521
699	24465	10485
700	24499	10449
701	24533	10414
702	24570	10380
703	24607	10346
704	24642	10311
705	24676	10276
706	24709	10240
707	24744	10205
708	24779	10170
709	24819	10137
710	24855	10103
711	24890	10068
712	24928	10034
713	24963	9999
714	25006	9967
715	25041	9932
716	25073	9896
717	25103	9859
718	25136	9823
719	25170	9788
720	25204	9753
721	25248	9721
722	25285	9687
723	25319	9652
724	25351	9616
725	25387	9581
726	25423	9546
727	25456	9511
728	25489	9475
729	25522	9439
730	25556	9404
731	25595	9371
732	25629	9335
733	25676	9304
734	25722	9274
735	25758	9239
736	25790	9203
737	25825	9168
738	25862	9134
739	25894	9098
740	25929	9063
741	25963	9027
742	25999	8992
743	26033	8957
744	26065	8921
745	26098	8886
746	26132	8850
747	26167	8815
748	26200	8780
749	26236	8745
750	26271	8710
751	26304	8674
752	26339	8639
753	26374	8605
754	26414	8571
755	26449	8536
756	26483	8501
757	26517	8465
758	26552	8431
759	26586	8395
760	26620	8360
761	26657	8325
762	26692	8290
763	26726	8255
764	26762	8221
765	26796	8185
766	26830	8150
767	26864	8115
768	26897	8079
769	26933	8045
770	26969	8010
771	27002	7974
772	27038	7940
773	27079	7906
774	27120	7873
775	27160	7840
776	27192	7804
777	27225	7768
778	27258	7733
779	27294	7698
780	27328	7663
781	27362	7627
782	27396	7592
783	27430	7557
784	27465	7522
785	27501	7487
786	27536	7452
787	27569	7417
788	27603	7381
789	27634	7345
790	27666	7310
791	27698	7274
792	27736	7240
793	27769	7204
794	27802	7169
795	27838	7134
796	27874	7099
797	27919	7067
798	27965	7035
799	27999	6999
800	28038	6965
801	28072	6930
802	28107	6895
803	28140	6860
804	28176	6825
805	28210	6790
806	28244	6754
807	28279	6719
808	28317	6685
809	28351	6650
810	28385	6615
811	28417	6579
812	28449	6543
813	28482	6508
814	28515	6472
815	28551	6438
816	28588	6403
817	28624	6368
818	28656	6333
819	28691	6298
820	28727	6263
821	28760	6227
822	28795	6193
823	28831	6158
824	28863	6122
825	28896	6087
826	28930	6052
827	28964	6016
828	28996	5981
829	29030	5946
830	29065	5911
831	29100	5876
832	29139	5841
833	29175	5807
834	29209	5771
835	29247	5737
836	29282	5702
837	29317	5667
838	29352	5632
839	29385	5597
840	29421	5562
841	29454	5527
842	29488	5491
843	29523	5456
844	29561	5422
845	29594	5387
846	29629	5352
847	29664	5317
848	29699	5282
849	29734	5247
850	29768	5212
851	29801	5176
852	29834	5141
853	29870	5106
854	29908	5072
855	29942	5037
856	29980	5002
857	30021	4968
858	30066	4935
859	30102	4900
860	30137	4865
861	30178	4831
862	30232	4799
863	30267	4764
864	30300	4729
865	30333	4693
866	30369	4658
867	30406	4624
868	30440	4588
869	30472	4553
870	30506	4518
871	30539	4482
872	30571	4447
873	30602	4411
874	30635	4376
875	30667	4341
876	30699	4305
877	30735	4270
878	30769	4235
879	30807	4201
880	30841	4165
881	30873	4130
882	30905	4095
883	30939	4059
884	30971	4024
885	31004	3989
886	31038	3954
887	31074	3919
888	31109	3884
889	31145	3849
890	31175	3813
891	31214	3779
892	31247	3744
893	31281	3708
894	31315	3673
895	31349	3638
896	31385	3603
897	31419	3568
898	31453	3533
899	31489	3498
900	31524	3463
901	31559	3428
902	31596	3394
903	31639	3359
904	31675	3325
905	31712	3290
906	31747	3255
907	31780	3220
908	31814	3184
909	31850	3150
910	31884	3114
911	31920	3080
912	31953	3044
913	31988	3009
914	32023	2974
915	32061	2940
916	32098	2905
917	32136	2870
918	32169	2835
919	32203	2800
920	32235	2765
921	32267	2729
922	32300	2694
923	32334	2659
924	32369	2624
925	32406	2589
926	32454	2555
927	32497	2521
928	32539	2486
929	32573	2451
930	32607	2416
931	32643	2381
932	32681	2346
933	32716	2311
934	32751	2276
935	32786	2241
936	32819	2206
937	32851	2171
938	32888	2136
939	32922	2101
940	32955	2066
941	32990	2031
942	33029	1996
943	33063	1961
944	33096	1926
945	33131	1891
946	33165	1856
947	33199	1821
948	33233	1786
949	33268	1750
950	33305	1716
951	33337	1680
952	33368	1645
953	33401	1610
954	33436	1575
955	33468	1540
956	33501	1505
957	33535	1470
958	33570	1435
959	33607	1400
960	33652	1365
961	33688	1330
962	33726	1295
963	33762	1260
964	33797	1225
965	33837	1190
966	33874	1156
967	33911	1121
968	33944	1085
969	33978	1050
970	34011	1015
971	34044	980
972	34078	945
973	34113	910
974	34153	875
975	34190	840
976	34229	805
977	34264	770
978	34300	735
979	34335	700
980	34370	665
981	34405	630
982	34437	595
983	34473	560
984	34505	525
985	34541	490
986	34575	455
987	34608	420
988	34645	385
989	34687	350
990	34725	315
991	34768	280
992	34814	245
993	34850	210
994	34883	175
995	34918	140
996	34960	105
997	34997	70
998	35031	35
999	35065	0
