iter	Passed	Remaining
272	8648	23030
273	8680	22999
274	8711	22965
275	8741	22930
276	8771	22895
277	8803	22863
278	8832	22824
279	8861	22787
280	8890	22748
281	8923	22720
282	8957	22693
283	8988	22661
284	9020	22631
285	9052	22598
286	9086	22573
287	9117	22540
288	9148	22507
289	9179	22474
290	9211	22442
291	9243	22413
292	9275	22381
293	9306	22348
294	9343	22328
295	9372	22290
296	9406	22264
297	9438	22235
298	9468	22197
299	9500	22168
300	9536	22146
301	9569	22117
302	9601	22087
303	9635	22059
304	9667	22028
305	9698	21995
306	9733	21972
307	9775	21963
308	9832	21987
309	9867	21964
310	9898	21929
311	9929	21894
312	9974	21893
313	10006	21860
314	10041	21836
315	10075	21808
316	10106	21775
317	10142	21751
318	10173	21717
319	10202	21680
320	10234	21648
321	10265	21614
322	10297	21582
323	10334	21561
324	10366	21530
325	10399	21501
326	10430	21467
327	10455	21421
328	10488	21391
329	10525	21370
330	10569	21361
331	10607	21342
332	10637	21307
333	10668	21272
334	10689	21220
335	10723	21191
336	10755	21160
337	10788	21130
338	10818	21093
339	10837	21037
340	10866	20999
341	10899	20970
342	10934	20944
343	10966	20912
344	10998	20882
345	11030	20848
346	11058	20811
347	11090	20778
348	11122	20747
349	11151	20710
350	11182	20675
351	11215	20645
352	11248	20617
353	11280	20584
354	11302	20535
355	11334	20504
356	11363	20467
357	11396	20437
358	11422	20394
359	11456	20367
360	11488	20335
361	11518	20299
362	11554	20275
363	11586	20244
364	11617	20211
365	11648	20178
366	11680	20147
367	11714	20118
368	11746	20086
369	11779	20057
370	11808	20021
371	11838	19985
372	11871	19955
373	11905	19927
374	11935	19892
375	11967	19860
376	12000	19830
377	12031	19797
378	12058	19757
379	12094	19733
380	12133	19712
381	12153	19661
382	12177	19617
383	12206	19581
384	12237	19548
385	12269	19516
386	12303	19488
387	12336	19457
388	12370	19429
389	12404	19402
390	12437	19372
391	12464	19332
392	12499	19305
393	12537	19284
394	12571	19255
395	12604	19225
396	12637	19194
397	12669	19164
398	12703	19134
399	12739	19109
400	12775	19084
401	12813	19061
402	12863	19056
403	12916	19055
404	12957	19036
405	12996	19015
406	13032	18988
407	13063	18954
408	13091	18916
409	13125	18887
410	13161	18861
411	13196	18834
412	13227	18800
413	13258	18767
414	13292	18737
415	13334	18719
416	13369	18691
417	13403	18661
418	13439	18635
419	13477	18611
420	13516	18589
421	13554	18564
422	13586	18532
423	13617	18498
424	13649	18467
425	13682	18436
426	13713	18402
427	13746	18371
428	13786	18349
429	13824	18325
430	13858	18295
431	13889	18262
432	13923	18232
433	13960	18206
434	13997	18180
435	14032	18151
436	14065	18120
437	14095	18085
438	14130	18057
439	14167	18031
440	14202	18003
441	14238	17975
442	14277	17951
443	14318	17930
444	14369	17921
445	14405	17893
446	14440	17864
447	14475	17835
448	14510	17806
449	14544	17776
450	14580	17748
451	14615	17720
452	14650	17690
453	14683	17659
454	14716	17627
455	14751	17598
456	14784	17566
457	14821	17539
458	14855	17509
459	14889	17478
460	14921	17446
461	14966	17428
462	15007	17406
463	15048	17383
464	15092	17364
465	15135	17344
466	15181	17327
467	15217	17298
468	15251	17267
469	15285	17237
470	15325	17212
471	15364	17187
472	15397	17155
473	15427	17120
474	15458	17086
475	15489	17051
476	15522	17019
477	15555	16987
478	15587	16954
479	15618	16919
480	15649	16885
481	15685	16857
482	15722	16828
483	15772	16815
484	15812	16790
485	15855	16768
486	15887	16736
487	15917	16699
488	15945	16663
489	15977	16629
490	16009	16595
491	16040	16561
492	16069	16525
493	16102	16493
494	16132	16458
495	16166	16427
496	16199	16394
497	16264	16395
498	16303	16369
499	16333	16333
500	16363	16298
501	16396	16266
502	16436	16240
503	16474	16212
504	16511	16184
505	16545	16153
506	16581	16123
507	16611	16087
508	16646	16058
509	16689	16034
510	16732	16011
511	16769	15983
512	16805	15953
513	16838	15921
514	16869	15886
515	16904	15855
516	16936	15822
517	16970	15791
518	17003	15758
519	17035	15725
520	17066	15690
521	17100	15658
522	17130	15624
523	17165	15593
524	17197	15559
525	17231	15528
526	17263	15494
527	17294	15460
528	17328	15428
529	17363	15397
530	17402	15370
531	17446	15347
532	17480	15315
533	17523	15291
534	17555	15258
535	17585	15223
536	17617	15189
537	17648	15155
538	17678	15120
539	17713	15089
540	17747	15057
541	17780	15024
542	17810	14989
543	17841	14955
544	17878	14926
545	17914	14895
546	17950	14865
547	17984	14834
548	18016	14800
549	18044	14764
550	18077	14730
551	18115	14702
552	18155	14675
553	18186	14641
554	18219	14608
555	18252	14575
556	18282	14540
557	18317	14509
558	18370	14492
559	18420	14473
560	18452	14439
561	18483	14405
562	18515	14371
563	18544	14336
564	18572	14299
565	18602	14263
566	18634	14230
567	18666	14197
568	18698	14163
569	18731	14130
570	18765	14099
571	18798	14065
572	18829	14031
573	18861	13997
574	18907	13975
575	18941	13942
576	18974	13909
577	19009	13878
578	19043	13846
579	19077	13814
580	19111	13782
581	19145	13750
582	19182	13720
583	19214	13687
584	19247	13654
585	19280	13621
586	19315	13589
587	19350	13558
588	19388	13529
589	19420	13495
590	19455	13463
591	19494	13435
592	19530	13404
593	19571	13377
594	19609	13347
595	19643	13315
596	19687	13289
597	19727	13261
598	19760	13228
599	19791	13194
600	19824	13161
601	19857	13128
602	19890	13095
603	19925	13063
604	19959	13031
605	19994	13000
606	20028	12967
607	20066	12937
608	20098	12903
609	20132	12871
610	20164	12837
611	20197	12805
612	20232	12772
613	20266	12740
614	20298	12707
615	20330	12673
616	20364	12641
617	20400	12609
618	20433	12577
619	20466	12543
620	20502	12512
621	20537	12480
622	20571	12448
623	20606	12416
624	20640	12384
625	20673	12351
626	20706	12318
627	20740	12285
628	20816	12278
629	20876	12260
630	20908	12227
631	20937	12191
632	20968	12157
633	21000	12123
634	21030	12088
635	21063	12055
636	21096	12022
637	21130	11989
638	21163	11956
639	21195	11922
640	21230	11890
641	21263	11857
642	21300	11826
643	21340	11797
644	21379	11766
645	21410	11732
646	21445	11700
647	21479	11668
648	21513	11635
649	21546	11601
650	21579	11568
651	21610	11534
652	21643	11501
653	21677	11468
654	21716	11438
655	21760	11411
656	21798	11380
657	21830	11346
658	21865	11314
659	21907	11285
660	21951	11258
661	22006	11236
662	22045	11205
663	22080	11173
664	22112	11139
665	22142	11104
666	22172	11069
667	22204	11035
668	22237	11002
669	22268	10968
670	22300	10934
671	22351	10909
672	22414	10890
673	22460	10863
674	22495	10831
675	22527	10797
676	22559	10763
677	22590	10728
678	22619	10693
679	22650	10659
680	22686	10626
681	22717	10592
682	22749	10558
683	22784	10526
684	22817	10492
685	22851	10459
686	22885	10426
687	22926	10396
688	22961	10364
689	22995	10331
690	23028	10297
691	23061	10264
692	23094	10231
693	23128	10198
694	23162	10164
695	23196	10131
696	23229	10098
697	23265	10065
698	23301	10033
699	23334	10000
700	23368	9967
701	23402	9934
702	23435	9901
703	23471	9868
704	23505	9835
705	23537	9801
706	23572	9768
707	23605	9735
708	23638	9702
709	23684	9674
710	23724	9643
711	23757	9609
712	23789	9575
713	23819	9541
714	23851	9507
715	23885	9474
716	23919	9441
717	23951	9407
718	23989	9375
719	24021	9341
720	24053	9307
721	24089	9275
722	24130	9245
723	24169	9213
724	24204	9181
725	24242	9149
726	24274	9115
727	24305	9081
728	24336	9046
729	24366	9012
730	24397	8978
731	24429	8944
732	24461	8910
733	24493	8876
734	24527	8843
735	24560	8809
736	24592	8775
737	24622	8741
738	24655	8707
739	24688	8674
740	24721	8640
741	24752	8606
742	24785	8573
743	24821	8540
744	24852	8506
745	24885	8473
746	24925	8441
747	24964	8410
748	25004	8379
749	25035	8345
750	25066	8310
751	25098	8277
752	25130	8243
753	25164	8210
754	25197	8176
755	25228	8142
756	25260	8108
757	25292	8075
758	25329	8042
759	25362	8009
760	25394	7975
761	25425	7941
762	25460	7908
763	25500	7877
764	25535	7844
765	25569	7811
766	25603	7777
767	25635	7744
768	25665	7709
769	25697	7675
770	25731	7642
771	25762	7608
772	25794	7574
773	25824	7540
774	25857	7506
775	25889	7473
776	25920	7439
777	25952	7405
778	25985	7371
779	26017	7338
780	26052	7305
781	26085	7271
782	26124	7240
783	26164	7208
784	26201	7176
785	26230	7141
786	26261	7107
787	26294	7074
788	26328	7040
789	26359	7007
790	26396	6974
791	26429	6940
792	26468	6909
793	26519	6880
794	26564	6849
795	26601	6817
796	26634	6783
797	26668	6750
798	26696	6715
799	26727	6681
800	26763	6649
801	26797	6615
802	26832	6582
803	26865	6549
804	26900	6516
805	26935	6483
806	26968	6449
807	27003	6416
808	27048	6386
809	27086	6353
810	27121	6320
811	27155	6287
812	27186	6253
813	27216	6218
814	27247	6185
815	27279	6151
816	27312	6117
817	27347	6084
818	27378	6050
819	27420	6019
820	27460	5987
821	27495	5954
822	27532	5921
823	27564	5887
824	27594	5853
825	27624	5819
826	27657	5785
827	27689	5751
828	27721	5718
829	27755	5684
830	27789	5651
831	27823	5618
832	27858	5585
833	27896	5552
834	27930	5519
835	27961	5485
836	27993	5451
837	28026	5418
838	28059	5384
839	28092	5350
840	28128	5317
841	28160	5284
842	28192	5250
843	28224	5216
844	28256	5183
845	28287	5149
846	28318	5115
847	28352	5082
848	28387	5048
849	28426	5016
850	28462	4983
851	28491	4949
852	28526	4916
853	28574	4885
854	28604	4851
855	28635	4817
856	28669	4783
857	28701	4750
858	28740	4717
859	28789	4686
860	28829	4654
861	28870	4622
862	28912	4589
863	29008	4566
864	29039	4532
865	29069	4498
866	29100	4464
867	29130	4430
868	29162	4396
869	29193	4362
870	29224	4328
871	29257	4294
872	29288	4260
873	29320	4226
874	29359	4194
875	29393	4160
876	29432	4127
877	29468	4094
878	29499	4060
879	29536	4027
880	29567	3993
881	29599	3959
882	29630	3926
883	29663	3892
884	29695	3858
885	29730	3825
886	29772	3792
887	29809	3759
888	29847	3726
889	29883	3693
890	29914	3659
891	29949	3626
892	29984	3592
893	30017	3559
894	30048	3525
895	30084	3491
896	30116	3458
897	30144	3423
898	30173	3389
899	30205	3356
900	30236	3322
901	30274	3289
902	30315	3256
903	30361	3224
904	30404	3191
905	30448	3159
906	30482	3125
907	30513	3091
908	30544	3057
909	30577	3024
910	30615	2990
911	30650	2957
912	30684	2923
913	30720	2890
914	30758	2857
915	30794	2823
916	30827	2790
917	30860	2756
918	30889	2722
919	30921	2688
920	30956	2655
921	30992	2621
922	31028	2588
923	31074	2555
924	31117	2523
925	31150	2489
926	31181	2455
927	31211	2421
928	31244	2387
929	31274	2354
930	31306	2320
931	31347	2287
932	31381	2253
933	31418	2220
934	31451	2186
935	31493	2153
936	31525	2119
937	31556	2085
938	31586	2051
939	31618	2018
940	31649	1984
941	31683	1950
942	31716	1917
943	31749	1883
944	31781	1849
945	31812	1815
946	31845	1782
947	31880	1748
948	31912	1714
949	31943	1681
950	31975	1647
951	32007	1613
952	32051	1580
953	32085	1547
954	32120	1513
955	32152	1479
956	32184	1446
957	32216	1412
958	32249	1378
959	32283	1345
960	32313	1311
961	32347	1277
962	32380	1244
963	32414	1210
964	32450	1176
965	32487	1143
966	32519	1109
967	32555	1076
968	32586	1042
969	32620	1008
970	32654	975
971	32689	941
972	32720	907
973	32750	874
974	32783	840
975	32815	806
976	32848	773
977	32881	739
978	32919	706
979	32960	672
980	32998	639
981	33046	605
982	33084	572
983	33120	538
984	33152	504
985	33184	471
986	33214	437
987	33245	403
988	33285	370
989	33329	336
990	33362	302
991	33397	269
992	33437	235
993	33480	202
994	33513	168
995	33547	134
996	33582	101
997	33616	67
998	33651	33
999	33685	0
