iter	Passed	Remaining
418	11912	16517
419	11942	16491
420	11972	16466
421	12002	16439
422	12033	16414
423	12064	16388
424	12094	16363
425	12129	16343
426	12164	16323
427	12197	16301
428	12232	16281
429	12269	16263
430	12305	16245
431	12337	16221
432	12365	16192
433	12394	16164
434	12424	16136
435	12452	16108
436	12480	16078
437	12504	16044
438	12532	16014
439	12561	15987
440	12590	15959
441	12619	15931
442	12649	15905
443	12680	15878
444	12713	15856
445	12749	15836
446	12786	15818
447	12821	15798
448	12856	15776
449	12887	15750
450	12915	15721
451	12943	15692
452	12972	15664
453	13001	15635
454	13030	15607
455	13059	15580
456	13088	15551
457	13117	15523
458	13147	15496
459	13176	15467
460	13204	15438
461	13233	15410
462	13262	15382
463	13293	15356
464	13322	15327
465	13352	15301
466	13382	15273
467	13410	15244
468	13439	15215
469	13468	15188
470	13497	15160
471	13526	15131
472	13567	15116
473	13597	15088
474	13625	15059
475	13652	15029
476	13682	15002
477	13711	14973
478	13740	14945
479	13769	14916
480	13798	14889
481	13828	14861
482	13859	14835
483	13891	14809
484	13920	14781
485	13952	14756
486	13990	14737
487	14027	14717
488	14060	14692
489	14092	14667
490	14123	14641
491	14154	14615
492	14183	14585
493	14212	14558
494	14244	14532
495	14275	14505
496	14309	14482
497	14342	14457
498	14376	14434
499	14409	14409
500	14437	14379
501	14464	14349
502	14496	14323
503	14524	14294
504	14554	14266
505	14581	14235
506	14610	14206
507	14639	14178
508	14670	14151
509	14698	14122
510	14729	14095
511	14758	14067
512	14788	14038
513	14817	14009
514	14846	13981
515	14875	13953
516	14909	13928
517	14942	13903
518	14974	13878
519	15003	13849
520	15033	13821
521	15061	13792
522	15090	13763
523	15119	13734
524	15150	13707
525	15179	13678
526	15212	13653
527	15242	13625
528	15272	13597
529	15304	13572
530	15341	13550
531	15374	13525
532	15409	13501
533	15458	13489
534	15494	13466
535	15526	13440
536	15557	13413
537	15588	13386
538	15617	13357
539	15646	13328
540	15678	13302
541	15716	13280
542	15753	13258
543	15786	13232
544	15818	13206
545	15847	13177
546	15877	13148
547	15905	13118
548	15934	13090
549	15961	13059
550	15990	13030
551	16019	13001
552	16048	12972
553	16077	12943
554	16106	12913
555	16134	12884
556	16163	12855
557	16193	12827
558	16223	12798
559	16253	12770
560	16282	12741
561	16311	12712
562	16341	12683
563	16370	12655
564	16398	12625
565	16427	12596
566	16457	12567
567	16485	12537
568	16513	12508
569	16543	12480
570	16572	12451
571	16601	12421
572	16630	12392
573	16660	12364
574	16690	12336
575	16719	12307
576	16748	12278
577	16778	12250
578	16806	12220
579	16836	12192
580	16865	12162
581	16894	12133
582	16924	12105
583	16954	12077
584	16984	12048
585	17013	12019
586	17043	11991
587	17073	11962
588	17102	11934
589	17131	11904
590	17161	11876
591	17191	11848
592	17220	11818
593	17249	11790
594	17279	11761
595	17309	11733
596	17339	11704
597	17367	11675
598	17396	11645
599	17425	11617
600	17455	11588
601	17485	11560
602	17514	11531
603	17543	11502
604	17573	11473
605	17602	11444
606	17632	11415
607	17661	11386
608	17689	11357
609	17718	11328
610	17748	11299
611	17778	11271
612	17807	11242
613	17837	11213
614	17868	11185
615	17899	11157
616	17928	11129
617	17957	11100
618	17987	11071
619	18015	11041
620	18044	11012
621	18072	10983
622	18101	10954
623	18131	10925
624	18160	10896
625	18189	10867
626	18218	10838
627	18248	10809
628	18279	10781
629	18309	10752
630	18338	10724
631	18368	10695
632	18397	10666
633	18429	10638
634	18456	10608
635	18486	10580
636	18516	10551
637	18545	10522
638	18573	10493
639	18601	10463
640	18628	10433
641	18657	10404
642	18687	10375
643	18717	10347
644	18745	10317
645	18773	10287
646	18802	10258
647	18832	10230
648	18863	10201
649	18892	10172
650	18920	10143
651	18949	10114
652	18980	10085
653	19010	10057
654	19039	10028
655	19067	9999
656	19098	9970
657	19127	9941
658	19156	9912
659	19184	9882
660	19214	9854
661	19243	9825
662	19272	9795
663	19301	9767
664	19332	9738
665	19362	9710
666	19392	9681
667	19422	9653
668	19451	9624
669	19481	9595
670	19510	9566
671	19539	9537
672	19569	9508
673	19597	9478
674	19626	9450
675	19654	9420
676	19684	9391
677	19713	9362
678	19740	9332
679	19769	9303
680	19799	9274
681	19829	9245
682	19858	9216
683	19888	9188
684	19919	9160
685	19949	9131
686	19978	9102
687	20007	9073
688	20036	9044
689	20066	9015
690	20095	8986
691	20125	8957
692	20154	8928
693	20183	8899
694	20213	8870
695	20243	8842
696	20273	8813
697	20302	8784
698	20332	8755
699	20361	8726
700	20390	8697
701	20421	8668
702	20451	8640
703	20481	8611
704	20510	8582
705	20538	8552
706	20566	8523
707	20595	8493
708	20623	8464
709	20652	8435
710	20681	8406
711	20711	8377
712	20741	8348
713	20770	8319
714	20799	8290
715	20828	8261
716	20856	8232
717	20882	8201
718	20911	8172
719	20941	8143
720	20970	8114
721	21000	8086
722	21030	8057
723	21059	8028
724	21088	7998
725	21117	7970
726	21147	7941
727	21176	7911
728	21205	7883
729	21236	7854
730	21265	7825
731	21294	7796
732	21323	7767
733	21352	7738
734	21383	7709
735	21413	7680
736	21442	7651
737	21470	7622
738	21503	7594
739	21532	7565
740	21561	7536
741	21590	7507
742	21618	7477
743	21648	7449
744	21677	7419
745	21706	7390
746	21735	7361
747	21765	7332
748	21796	7304
749	21826	7275
750	21855	7246
751	21884	7217
752	21913	7188
753	21943	7159
754	21974	7130
755	22003	7101
756	22032	7072
757	22061	7043
758	22090	7014
759	22120	6985
760	22148	6955
761	22176	6926
762	22205	6897
763	22234	6868
764	22263	6839
765	22292	6810
766	22322	6781
767	22351	6751
768	22378	6722
769	22408	6693
770	22437	6664
771	22465	6634
772	22496	6606
773	22524	6576
774	22554	6548
775	22585	6519
776	22611	6489
777	22641	6460
778	22671	6431
779	22701	6402
780	22730	6373
781	22761	6345
782	22794	6317
783	22838	6292
784	22867	6263
785	22894	6233
786	22923	6204
787	22952	6175
788	22981	6145
789	23008	6116
790	23037	6087
791	23066	6057
792	23096	6029
793	23125	5999
794	23156	5971
795	23187	5942
796	23217	5913
797	23249	5885
798	23275	5855
799	23305	5826
800	23334	5797
801	23364	5768
802	23393	5739
803	23421	5709
804	23451	5680
805	23482	5652
806	23510	5622
807	23539	5593
808	23570	5564
809	23600	5536
810	23630	5506
811	23659	5477
812	23688	5448
813	23717	5419
814	23747	5390
815	23775	5361
816	23805	5332
817	23836	5303
818	23865	5274
819	23895	5245
820	23924	5216
821	23954	5187
822	23985	5158
823	24015	5129
824	24044	5100
825	24072	5070
826	24101	5041
827	24146	5015
828	24173	4986
829	24203	4957
830	24234	4928
831	24270	4900
832	24304	4872
833	24340	4844
834	24377	4817
835	24412	4789
836	24448	4761
837	24483	4733
838	24517	4704
839	24549	4676
840	24579	4647
841	24607	4617
842	24636	4588
843	24665	4559
844	24695	4529
845	24724	4500
846	24753	4471
847	24782	4442
848	24811	4412
849	24844	4384
850	24880	4356
851	24908	4326
852	24939	4297
853	24970	4268
854	25002	4240
855	25032	4211
856	25062	4181
857	25094	4153
858	25123	4123
859	25152	4094
860	25182	4065
861	25212	4036
862	25245	4007
863	25274	3978
864	25305	3949
865	25334	3920
866	25364	3890
867	25391	3861
868	25422	3832
869	25450	3802
870	25478	3773
871	25508	3744
872	25537	3715
873	25567	3686
874	25596	3656
875	25627	3627
876	25659	3598
877	25688	3569
878	25717	3540
879	25746	3510
880	25775	3481
881	25806	3452
882	25836	3423
883	25866	3394
884	25895	3364
885	25924	3335
886	25954	3306
887	25983	3277
888	26013	3248
889	26042	3218
890	26071	3189
891	26101	3160
892	26129	3130
893	26158	3101
894	26188	3072
895	26218	3043
896	26247	3013
897	26275	2984
898	26304	2955
899	26334	2926
900	26363	2896
901	26392	2867
902	26422	2838
903	26451	2809
904	26485	2780
905	26514	2750
906	26543	2721
907	26575	2692
908	26605	2663
909	26636	2634
910	26677	2606
911	26713	2577
912	26741	2548
913	26770	2518
914	26806	2490
915	26835	2460
916	26865	2431
917	26892	2402
918	26921	2372
919	26951	2343
920	26980	2314
921	27011	2285
922	27040	2255
923	27069	2226
924	27102	2197
925	27132	2168
926	27162	2139
927	27192	2109
928	27222	2080
929	27251	2051
930	27281	2021
931	27309	1992
932	27340	1963
933	27371	1934
934	27399	1904
935	27429	1875
936	27461	1846
937	27491	1817
938	27520	1787
939	27549	1758
940	27578	1729
941	27608	1699
942	27637	1670
943	27666	1641
944	27695	1611
945	27725	1582
946	27757	1553
947	27787	1524
948	27819	1495
949	27848	1465
950	27877	1436
951	27907	1407
952	27937	1377
953	27967	1348
954	27996	1319
955	28026	1289
956	28056	1260
957	28085	1231
958	28113	1201
959	28143	1172
960	28172	1143
961	28203	1114
962	28232	1084
963	28261	1055
964	28292	1026
965	28320	996
966	28349	967
967	28379	938
968	28407	908
969	28436	879
970	28466	850
971	28495	820
972	28522	791
973	28549	762
974	28581	732
975	28610	703
976	28640	674
977	28669	644
978	28698	615
979	28737	586
980	28774	557
981	28807	528
982	28843	498
983	28871	469
984	28898	440
985	28928	410
986	28957	381
987	28985	352
988	29015	322
989	29046	293
990	29080	264
991	29118	234
992	29152	205
993	29183	176
994	29215	146
995	29246	117
996	29277	88
997	29307	58
998	29334	29
999	29362	0
